,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
1038,Китай,Коптерный тип,0.41,0.33,300.0,,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,Hubsan,,GPS,0°…+40° C,,0.22
1039,Китай,Самолетный тип,5.0,0.75,25.0,2100.0,Пусковая установка,Парашютная система,Электрический,2.12,105.0,В производстве,FeiyuTech,0.6,н/д,,,
1040,Китай,Вертолетный тип,90.0,,150.0,1500.0,Вертикальный,Вертикальный,ДВС,,100.0,Снято с производства,Nanjing University of Aeronautics and Astronautics,,GPS,,2.6,
1041,Китай,Коптерный тип,0.41,0.33,0.3,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.22
1042,Китай,Вертолетный тип,35.0,,25.0,2500.0,Вертикальный,Вертикальный,ДВС,,110.0,В производстве,Wuxi Hanhe Aviation Technology,,н/д,,2.15,
1043,Китай,Самолетный тип,3340.0,1.17,600.0,18000.0,Пусковая установка,Парашютная система,ДВС,7.5,900.0,Снято с производства,Shenyang Aircraft Corporation,,н/д,,,
1044,Китай,Коптерный тип,0.155,0.16,0.2,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.225
1045,Китай,Самолетный тип,200.0,,150.0,4100.0,Вертикальный,Вертикальный,н/д,4.6,260.0,В производстве,Chengdu Aircraft Research and Design Institute,,н/д,,,
1046,Китай,Коптерный тип,0.155,0.13,0.2,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.165
1047,Китай,Самолетный тип,1200.0,60.0,500.0,7000.0,Шасси,Шасси,ДВС,21.0,300.0,В производстве,CASC,,н/д,,,
1048,Китай,Самолетный тип,,2.0,40.0,3500.0,Пусковая установка,Парашютная система,ДВС,2.84,130.0,В производстве,CASM,5.0,GPS,,,
1049,Китай,Коптерный тип,1.15,0.35,1.0,,Вертикальный,Вертикальный,Электрический,,55.0,В производстве,Hubsan,,GPS,0°…+40° C,,0.3
1050,Китай,Самолетный тип,,3.0,40.0,3600.0,Шасси,Шасси,ДВС,,120.0,Снято с производства,CASM,18.0,н/д,,,
1051,Китай,Самолетный тип,20.0,1.5,1200.0,3600.0,Пусковая установка,Парашютная система,ДВС,1.16,100.0,В производстве,China Aerospace Science and Industry Corporation,,н/д,,,
1052,Китай,Коптерный тип,,0.1,0.1,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.13
1053,Китай,Самолетный тип,,3.5,1200.0,5100.0,Пусковая установка,Парашютная система,ДВС,,720.0,В производстве,China Aerospace Science and Industry Corporation,,н/д,,,
1054,Китай,Самолетный тип,,0.67,20.0,3500.0,н/д,н/д,ДВС,1.85,120.0,Снято с производства,Civil Aviation University of China,,н/д,,,
1055,Китай,Коптерный тип,0.145,0.16,0.1,,Вертикальный,Вертикальный,Электрический,,90.0,В производстве,Hubsan,,GPS,0°…+40° C,,0.129
1056,Китай,Самолетный тип,,2.5,850.0,6100.0,н/д,н/д,ДВС,,450.0,В производстве,CDADI,,н/д,,,
1057,Китай,Вертолетный тип,,,70.0,3000.0,Вертикальный,Вертикальный,Газотурбинный,,120.0,Снято с производства,CETC,,н/д,,,
1058,Китай,Самолетный тип,110.0,2.0,150.0,4100.0,Вертикальный,Вертикальный,ДВС,4.8,220.0,В производстве,CDADI,15.0,н/д,,,
1059,Китай,Коптерный тип,3.1,0.41,1.1,500.0,Вертикальный,Вертикальный,Электрический,,28.8,В производстве,IdeaFly,0.6,GPS,-10°C…+50°C,,0.55
1060,Китай,Самолетный тип,40.0,6.0,100.0,3100.0,Пусковая установка,Парашютная система,ДВС,4.4,150.0,В производстве,CASC,4.5,н/д,,,
1061,Китай,Коптерный тип,4.8,0.5,1.0,1000.0,Вертикальный,Вертикальный,Электрический,,28.8,В производстве,IdeaFly,2.0,GPS,,,0.8
1062,Китай,Самолетный тип,220.0,8.0,200.0,1100.0,Пусковая установка,Парашютная система,ДВС,4.5,220.0,В производстве,CASC,,н/д,,,
1063,Китай,Коптерный тип,1.2,0.25,0.3,,Вертикальный,Вертикальный,Электрический,,28.8,В производстве,IdeaFly,,GPS,-10°C…+50°C,,0.35
1064,Китай,Самолетный тип,640.0,6.0,200.0,5000.0,Шасси,Шасси,ДВС,8.0,220.0,В производстве,CASC,180.0,н/д,,,
1065,Китай,Самолетный тип,1240.0,30.0,250.0,8000.0,Шасси,Шасси,ДВС,18.0,220.0,В производстве,CASC,,н/д,,,
1066,Китай,Коптерный тип,1.55,0.16,0.3,500.0,Вертикальный,Вертикальный,Электрический,,28.8,В производстве,IdeaFly,,GPS,,,0.57
1067,Китай,Вертолетный тип,200.0,,200.0,4100.0,Вертикальный,Шасси,Газотурбинный,,120.0,В разработке,China Aerospace Science and Technology Corporation,,н/д,,,
1068,Китай,Самолетный тип,190.0,,1000.0,7100.0,Пусковая установка,н/д,ДВС,4.0,1500.0,В разработке,China Aerospace Science and Technology Corporation,,н/д,,,
1069,Китай,Коптерный тип,1.2,0.2,0.3,,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,IdeaFly,,GPS,,,0.57
1070,Китай,Вертолетный тип,31.0,0.83,40.0,3100.0,Вертикальный,Вертикальный,ДВС,,100.0,В производстве,Chichang Technology,12.0,н/д,,2.15,
1071,Китай,Самолетный тип,3.5,0.83,40.0,4500.0,С руки,Парашютная система,Электрический,2.1,90.0,В производстве,China Eagle Aviation Science and Technology Co.,1.0,н/д,,,
1072,Китай,Самолетный тип,3.5,1.0,30.0,4100.0,С руки,Парашютная система,Электрический,2.2,90.0,В производстве,China Eagle Aviation Science and Technology Co.,0.5,н/д,,,
1073,Китай,Самолетный тип,25.0,6.0,200.0,3600.0,Шасси,Шасси,ДВС,3.3,150.0,В производстве,China Eagle Aviation Science and Technology Co.,5.0,н/д,,,
1074,Китай,Коптерный тип,2.74,0.41,0.8,,Вертикальный,Вертикальный,Электрический,,,В производстве,IdeaFly,1.2,GPS,,,0.48
1075,Китай,Самолетный тип,32.0,3.5,220.0,3600.0,Пусковая установка,Парашютная система,ДВС,3.2,150.0,В производстве,China Eagle Aviation Science and Technology Co.,10.0,н/д,,,
1076,Китай,Самолетный тип,15.0,,220.0,4100.0,Шасси,Шасси,ДВС,3.0,120.0,В производстве,China Eagle Aviation Science and Technology Co.,15.0,н/д,,,
1077,Китай,Самолетный тип,85.0,9.0,250.0,4100.0,Шасси,Шасси,ДВС,6.4,160.0,В производстве,China Eagle Aviation Science and Technology Co.,20.0,н/д,,,
1078,Китай,Коптерный тип,2.0,33.0,3.0,250.0,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,China Eagle Aviation Science and Technology Co.,0.5,н/д,-40°C…60°C,,
1079,Китай,Коптерный тип,6.0,,3.0,350.0,Вертикальный,Вертикальный,Электрический,,54.0,В производстве,China Eagle Aviation Science and Technology Co.,2.5,н/д,-40°C…60°C,,
1080,Китай,Коптерный тип,0.94,0.175,0.15,,Вертикальный,Вертикальный,Электрический,,14.4,В производстве,JJRC,,GPS,,,0.39
1081,Китай,Коптерный тип,0.125,0.13,0.3,,Вертикальный,Вертикальный,Электрический,,,В производстве,JJRC,,н/д,,,0.18
1082,Китай,Коптерный тип,5.55,,3.0,250.0,Вертикальный,Вертикальный,Электрический,,54.0,В производстве,China Eagle Aviation Science and Technology Co.,1.2,н/д,-40°C…60°C,,
1083,Китай,Вертолетный тип,11.0,1.5,20.0,1200.0,Вертикальный,Вертикальный,ДВС,,80.0,В производстве,China Eagle Aviation Science and Technology Co.,,н/д,,,
1084,Китай,Вертолетный тип,2.0,1.5,40.0,1200.0,Вертикальный,Вертикальный,ДВС,,120.0,В производстве,China Eagle Aviation Science and Technology Co.,8.0,GPS,,2.0,
1085,Китай,Вертолетный тип,32.0,1.67,20.0,3100.0,Вертикальный,Вертикальный,ДВС,,120.0,В производстве,China Eagle Aviation Science and Technology Co.,15.0,н/д,,,
1086,Китай,Самолетный тип,6000.0,,1500.0,13000.0,Шасси,Шасси,Газотурбинный,,2500.0,В разработке,н/д,,н/д,,,
1087,Китай,Самолетный тип,3000.0,6.0,2500.0,14000.0,Шасси,Шасси,Газотурбинный,17.8,850.0,В разработке,Chengdu Aircraft Industry Group,400.0,н/д,,,
1088,Китай,Коптерный тип,240.0,0.42,40.0,2100.0,Вертикальный,Вертикальный,Электрический,,100.0,В производстве,Ehang Inc,100.0,н/д,,,5.5
1089,Китай,Самолетный тип,,,250.0,4100.0,Шасси,Шасси,ДВС,,150.0,В производстве,Guizhou Aircraft Industry Corporation,,н/д,,,
