,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Тип двигателя,"Размах крыльев, м",Статус,Производитель,"Полезная нагрузка, кг",Диапазон рабочих температур,"Макс. скорость, км/ч"
942,Китай,Самолетный тип,5.8,1.0,20.0,5100.0,Электрический,2.0,В производстве,China Aerospace Science and Industry Corporation,2.0,н/д,110.0
943,Китай,Самолетный тип,,,15.0,2100.0,ДВС,,В производстве,China Aerospace Science and Industry Corporation,,н/д,80.0
944,Китай,Коптерный тип,0.012,0.08,,,Электрический,,В производстве,Cheerson,,н/д,
945,Китай,Самолетный тип,,4.5,250.0,3600.0,ДВС,4.5,В производстве,China Aerospace Science and Industry Corporation,30.0,н/д,150.0
946,Китай,Самолетный тип,,8.0,250.0,4100.0,ДВС,4.5,В производстве,China Aerospace Science and Industry Corporation,30.0,н/д,150.0
947,Китай,Коптерный тип,0.052,0.13,50.0,,Электрический,,В производстве,Cheerson,,н/д,
948,Китай,Самолетный тип,,3.5,120.0,3100.0,ДВС,3.5,В производстве,China Aerospace Science and Industry Corporation,,н/д,120.0
949,Китай,Самолетный тип,22.0,16.0,150.0,3500.0,ДВС,3.5,В производстве,China Aerospace Science and Industry Corporation,5.0,н/д,140.0
950,Китай,Самолетный тип,18.0,3.0,30.0,3500.0,ДВС,2.7,В производстве,China Aerospace Science and Industry Corporation,5.0,н/д,140.0
951,Китай,Коптерный тип,0.055,0.13,0.05,,Электрический,,В производстве,Cheerson,,н/д,
952,Китай,Самолетный тип,32.0,4.0,120.0,3900.0,ДВС,3.0,В производстве,China Aerospace Science and Industry Corporation,5.0,н/д,130.0
953,Китай,Самолетный тип,26.0,12.0,120.0,4100.0,ДВС,3.6,В производстве,China Aerospace Science and Industry Corporation,5.0,н/д,120.0
954,Китай,Коптерный тип,0.08,0.1,0.04,,Электрический,,В производстве,Cheerson,,н/д,
955,Китай,Самолетный тип,,3.0,150.0,4100.0,ДВС,3.98,В производстве,China Aerospace Science and Industry Corporation,,н/д,140.0
956,Китай,Коптерный тип,0.23,0.23,0.5,100.0,Электрический,,В производстве,Cheerson,,н/д,54.0
957,Китай,Самолетный тип,85.0,6.0,100.0,3500.0,ДВС,4.6,В производстве,China Aerospace Science and Industry Corporation,15.0,н/д,140.0
958,Китай,Самолетный тип,1000.0,9.0,350.0,9100.0,ДВС,5.8,В производстве,China Aerospace Science and Industry Corporation,130.0,н/д,750.0
959,Китай,Самолетный тип,85.0,6.0,150.0,3100.0,н/д,4.6,В производстве,China Aerospace Science and Industry Corporation,15.0,н/д,120.0
960,Китай,Коптерный тип,0.5,0.25,0.3,,Электрический,,В производстве,Cheerson,,н/д,80.0
961,Китай,Самолетный тип,1.5,0.75,20.0,3100.0,Электрический,,В производстве,China Aerospace Science and Industry Corporation,,-20°C…55 °C,100.0
962,Китай,Коптерный тип,0.035,0.08,0.03,,Электрический,,В производстве,Cheerson,,н/д,
963,Китай,Самолетный тип,50.0,,40.0,4100.0,ДВС,1.85,В производстве,China Aerospace Science and Industry Corporation,,н/д,110.0
964,Китай,Самолетный тип,,12.0,1200.0,4100.0,ДВС,2.0,В производстве,China Aerospace Science and Industry Corporation,,н/д,120.0
965,Китай,Коптерный тип,0.12,0.08,0.03,,Электрический,,В производстве,Cheerson,,н/д,
966,Китай,Самолетный тип,120.0,,250.0,3600.0,ДВС,2.4,В производстве,China Aerospace Science and Industry Corporation,,н/д,120.0
967,Китай,Самолетный тип,,,450.0,4600.0,ДВС,,В производстве,China Aerospace Science and Industry Corporation,,н/д,140.0
968,Китай,Коптерный тип,0.024,0.08,0.03,,Электрический,,В производстве,Cheerson,,н/д,18.0
969,Китай,Коптерный тип,2.6,0.58,10.0,250.0,Электрический,,В производстве,Chao-Yi Technology Research Institute Co,,-40°C…60°C,50.0
970,Китай,Коптерный тип,0.043,0.08,0.05,,Электрический,,В производстве,Cheerson,,н/д,
971,Китай,Коптерный тип,17.0,1.5,10.0,5000.0,Электрический,,В производстве,Chao-Yi Technology Research Institute Co,8.0,— 20°C…60°C,50.0
972,Китай,Коптерный тип,0.043,0.08,0.1,,Электрический,,В производстве,Cheerson,,н/д,60.0
973,Китай,Самолетный тип,2.4,1.0,40.0,2100.0,Электрический,1.6,В производстве,North Navigation Control Technology Co,1.2,н/д,100.0
974,Китай,Коптерный тип,0.257,0.08,0.03,,Электрический,,В производстве,Cheerson,,н/д,
975,Китай,Коптерный тип,0.039,0.11,0.03,,Электрический,,В производстве,Cheerson,,н/д,18.0
976,Китай,Коптерный тип,0.017,0.08,0.04,,Электрический,,В производстве,Cheerson,,н/д,
977,Китай,Самолетный тип,20.0,1.5,150.0,4000.0,ДВС,2.9,В производстве,Chunyi Aviation Science and Technology Co,5.0,н/д,150.0
978,Китай,Самолетный тип,18.0,2.0,250.0,4100.0,ДВС,2.7,В производстве,Chunyi Aviation Science and Technology Co,5.0,-10°C…55°C,140.0
979,Китай,Самолетный тип,35.0,3.0,150.0,5000.0,ДВС,2.95,В производстве,Chunyi Aviation Science and Technology Co,16.0,н/д,130.0
980,Китай,Коптерный тип,24.5,0.4,1.0,,Электрический,,В производстве,DJI,10.0,0°C…40°C,79.2
981,Китай,Самолетный тип,3.5,1.0,50.0,4000.0,Электрический,2.1,В производстве,Chunyi Aviation Science and Technology Co,1.0,н/д,90.0
982,Китай,Самолетный тип,3.5,1.0,30.0,4000.0,ДВС,2.3,В производстве,Chunyi Aviation Science and Technology Co,1.0,н/д,90.0
983,Китай,Коптерный тип,3.6,0.46,3.5,,Электрический,,В производстве,DJI,3.4,-10°C…+40°C,79.2
984,Китай,Самолетный тип,,1.0,,2000.0,Электрический,1.87,В производстве,Chunyi Aviation Science and Technology Co,2.5,-20°C до 55 °C,120.0
985,Китай,Самолетный тип,6.0,1.0,40.0,3600.0,Электрический,1.87,В производстве,Chunyi Aviation Science and Technology Co,2.5,-20°C до 55 °C,140.0
986,Китай,Самолетный тип,2.9,1.0,40.0,3100.0,Электрический,2.38,В производстве,Chunyi Aviation Science and Technology Co,,н/д,90.0
987,Китай,Коптерный тип,15.5,0.63,5.0,,Электрический,,В производстве,DJI,6.0,-10°C…+40°C,65.0
988,Китай,Самолетный тип,135.0,,120.0,5100.0,ДВС,5.37,В производстве,Chunyi Aviation Science and Technology Co,,н/д,160.0
989,Китай,Коптерный тип,6.14,0.63,8.0,3000.0,Электрический,,В производстве,DJI,1.45,-20°…+50°C,81.0
990,Китай,Коптерный тип,6.14,0.63,7.0,3000.0,Электрический,,В производстве,DJI,,-20° C…+45° C,82.2
991,Китай,Самолетный тип,6.7,1.33,30.0,3100.0,Электрический,2.13,В производстве,Chunyi Aviation Science and Technology Co,,н/д,90.0
992,Китай,Коптерный тип,,,2.5,2100.0,Электрический,,В производстве,Chunyi Aviation Science and Technology Co,,н/д,36.0
993,Китай,Коптерный тип,6.0,0.63,,,Электрический,,В производстве,DJI,1.96,-10°C…+50°C,49.0
994,Китай,Коптерный тип,9.0,,10.0,750.0,Электрический,,В производстве,Chunyi Aviation Science and Technology Co,,н/д,30.0
995,Китай,Коптерный тип,22.0,0.26,1.0,250.0,Электрический,,В производстве,Chunyi Aviation Science and Technology Co,,н/д,25.0
996,Китай,Коптерный тип,6.14,0.63,7.0,3000.0,Электрический,,В производстве,DJI,2.3,-20° C…+45° C,82.8
997,Китай,Коптерный тип,12.0,,10.0,1000.0,Электрический,,В производстве,Chunyi Aviation Science and Technology Co,,н/д,36.0
998,Китай,Коптерный тип,6.14,0.53,7.0,3000.0,Электрический,,В производстве,DJI,1.87,-20° C…+45° C,82.8
999,Китай,Самолетный тип,7.5,1.5,40.0,4000.0,Электрический,2.1,В производстве,Creaton Technology Co.,1.5,н/д,140.0
1000,Китай,Самолетный тип,6.5,1.5,50.0,2100.0,Электрический,2.1,В производстве,Creaton Technology Co.,0.3,н/д,170.0
1001,Китай,Коптерный тип,6.14,0.56,8.0,3000.0,Электрический,,В производстве,DJI,1.34,-20°…+50°C,81.0
1002,Китай,Самолетный тип,15.0,6.0,50.0,3500.0,ДВС,2.5,В производстве,Creaton Technology Co.,1.5,н/д,170.0
1003,Китай,Коптерный тип,1.6,0.38,3.0,1000.0,Электрический,,В производстве,Creaton Technology Co.,0.3,н/д,40.0
1004,Китай,Коптерный тип,,,2.0,250.0,Электрический,,В производстве,Creaton Technology Co.,,н/д,36.0
1005,Китай,Коптерный тип,11.0,0.25,,,Электрический,,В производстве,DJI,11.0,-10°C…+40°C,
1006,Китай,Вертолетный тип,32.0,1.0,20.0,1200.0,ДВС,,В производстве,Skyship-Century Aviation and Technology Co.,12.0,н/д,100.0
1007,Китай,Коптерный тип,,0.66,2.5,350.0,Электрический,,В производстве,China Southern Power Grid Company,,н/д,40.0
1008,Китай,Самолетный тип,140.0,,40.0,4100.0,ДВС,4.3,В разработке,Northwestern Polytechnical University,28.0,н/д,210.0
1009,Канада,Коптерный тип,1.47,0.21,,2438.0,Электрический,,В производстве,DragonFly,0.42,н/д,50.0
1010,Китай,Вертолетный тип,,1.5,10.0,1000.0,ДВС,,В производстве,Divine Horse General Aviation Sport Co.,,н/д,110.0
1011,США,Коптерный тип,0.0115,0.16,0.1,,Электрический,,В производстве,Estes,,н/д,
1012,США,Коптерный тип,0.058,0.11,0.072,,Электрический,,В производстве,Estes,,н/д,
1013,Китай,Коптерный тип,1.5,0.66,1.0,,Электрический,,В производстве,Hubsan,,н/д,55.0
1014,Китай,Коптерный тип,1.2,0.42,1.0,250.0,Электрический,,В производстве,DJI,,н/д,36.0
1015,Китай,Коптерный тип,0.06,0.11,0.1,100.0,Электрический,,В производстве,Hubsan,,н/д,
1016,Китай,Коптерный тип,1.5,0.41,5.0,300.0,Электрический,,В производстве,DJI,,0°C…40°C,50.0
1017,Китай,Коптерный тип,0.051,0.11,0.1,,Электрический,,В производстве,Hubsan,,н/д,
1018,Китай,Коптерный тип,8.0,0.33,10.0,1000.0,Электрический,,В производстве,DJI,2.5,н/д,70.0
1019,Китай,Коптерный тип,0.045,0.15,0.1,100.0,Электрический,,В производстве,Hubsan,0.025,н/д,30.0
1020,Китай,Коптерный тип,8.2,0.58,10.0,1000.0,Электрический,,В производстве,DJI,,-10°C…+40°C,60.0
1021,Китай,Вертолетный тип,0.24,0.5,2.5,1000.0,Электрический,,В производстве,Efly-Hobby Enterprise Group Co.,,н/д,60.0
